
Whole milk ricotta cheese;11.3;13; 3; 174

Wild black Rice (water tsitsania); 14,7;1,1;68,7;357

Wild black boiled rice; 4;0,3;19,5; 101

Wild duck, meat; 19.8;4.3;0; 123

Wild duck, meat and skin; 17.4;15.2; 0; 211

Yellowfin Tuna;24.4;0.5; 0; 109

"Yogurt ""ACTIVIA ""different types""";4,5;3,5;15,8;107

Yolk;16.2;31.2;1; 354

Zucchini; 0,6;0,3;4,6; 24

Zucchini;1,2;0,2;2.7; 17

